day,hour,minute,number_of_games
1.0,19.0,10.0,68488
1.0,19.0,11.0,68570
1.0,19.0,12.0,68787
1.0,19.0,13.0,68816
1.0,19.0,14.0,68965
1.0,19.0,15.0,68860
1.0,19.0,16.0,68428
1.0,19.0,17.0,68859
1.0,19.0,18.0,68624
1.0,19.0,19.0,68797
1.0,19.0,20.0,68435
1.0,19.0,21.0,68607
1.0,19.0,22.0,68718
1.0,19.0,23.0,68918
1.0,19.0,24.0,68451
1.0,19.0,25.0,68224
1.0,19.0,26.0,67504
1.0,19.0,27.0,66737
1.0,19.0,28.0,66972
1.0,19.0,29.0,66336
1.0,19.0,30.0,69900
1.0,19.0,31.0,67858
1.0,19.0,32.0,68818
1.0,19.0,33.0,68360
1.0,19.0,34.0,69044
1.0,19.0,35.0,68553
1.0,19.0,36.0,69321
1.0,19.0,37.0,68626
1.0,19.0,38.0,69208
1.0,19.0,39.0,68892
1.0,19.0,40.0,68587
1.0,19.0,41.0,68732
1.0,19.0,42.0,68795
1.0,19.0,43.0,68444
1.0,19.0,44.0,68713
1.0,19.0,45.0,68805
1.0,19.0,46.0,68890
1.0,19.0,47.0,69181
1.0,19.0,48.0,68521
1.0,19.0,49.0,68209
1.0,19.0,50.0,68417
1.0,19.0,51.0,68240
1.0,19.0,52.0,67657
1.0,19.0,53.0,67697
1.0,19.0,54.0,67490
1.0,19.0,55.0,65992
1.0,19.0,56.0,63807
1.0,19.0,57.0,62947
1.0,19.0,58.0,61592
1.0,19.0,59.0,60203
1.0,20.0,0.0,74345
1.0,20.0,1.0,65826
1.0,20.0,2.0,65928
1.0,20.0,3.0,66430
1.0,20.0,4.0,66583
1.0,20.0,5.0,67183
1.0,20.0,6.0,68016
1.0,20.0,7.0,67808
1.0,20.0,8.0,67454
1.0,20.0,9.0,67708
1.0,20.0,10.0,68420
1.0,20.0,11.0,68300
1.0,20.0,12.0,67703
1.0,20.0,13.0,68070
1.0,20.0,14.0,68088
1.0,20.0,15.0,68023
1.0,20.0,16.0,68262
1.0,20.0,17.0,68260
1.0,20.0,18.0,68524
1.0,20.0,19.0,68125
1.0,20.0,20.0,67539
1.0,20.0,21.0,68175
1.0,20.0,22.0,68450
1.0,20.0,23.0,67765
1.0,20.0,24.0,67768
1.0,20.0,25.0,67811
1.0,20.0,26.0,67071
1.0,20.0,27.0,66779
1.0,20.0,28.0,66519
1.0,20.0,29.0,66635
1.0,20.0,30.0,67889
1.0,20.0,31.0,66819
1.0,20.0,32.0,67011
1.0,20.0,33.0,67109
1.0,20.0,34.0,67119
1.0,20.0,35.0,66744
1.0,20.0,36.0,67205
1.0,20.0,37.0,67197
1.0,20.0,38.0,66604
1.0,20.0,39.0,67252
1.0,20.0,40.0,66595
1.0,20.0,41.0,66800
1.0,20.0,42.0,66627
1.0,20.0,43.0,66528
1.0,20.0,44.0,66200
1.0,20.0,45.0,66529
1.0,20.0,46.0,66117
1.0,20.0,47.0,65685
1.0,20.0,48.0,66062
1.0,20.0,49.0,66113
1.0,20.0,50.0,65857
1.0,20.0,51.0,65478
1.0,20.0,52.0,65719
1.0,20.0,53.0,65166
1.0,20.0,54.0,64194
1.0,20.0,55.0,62303
1.0,20.0,56.0,61736
1.0,20.0,57.0,60621
1.0,20.0,58.0,60723
1.0,20.0,59.0,57258
1.0,21.0,0.0,66541
1.0,21.0,1.0,59914
1.0,21.0,2.0,60458
1.0,21.0,3.0,59485
1.0,21.0,4.0,60236
1.0,21.0,5.0,60809
1.0,21.0,6.0,61154
1.0,21.0,7.0,60685
1.0,21.0,8.0,60305
1.0,21.0,9.0,61065
1.0,21.0,10.0,60915
1.0,21.0,11.0,60961
1.0,21.0,12.0,60541
1.0,21.0,13.0,60903
1.0,21.0,14.0,59892
1.0,21.0,15.0,60219
1.0,21.0,16.0,60491
1.0,21.0,17.0,60040
1.0,21.0,18.0,60030
1.0,21.0,19.0,60246
1.0,21.0,20.0,60028
1.0,21.0,21.0,59897
1.0,21.0,22.0,59512
1.0,21.0,23.0,59408
1.0,21.0,24.0,59325
1.0,21.0,25.0,59138
1.0,21.0,26.0,58501
1.0,21.0,27.0,57709
1.0,21.0,28.0,57107
1.0,21.0,29.0,56717
1.0,21.0,30.0,59777
1.0,21.0,31.0,58399
1.0,21.0,32.0,58928
1.0,21.0,33.0,58030
1.0,21.0,34.0,58589
1.0,21.0,35.0,58054
1.0,21.0,36.0,58603
1.0,21.0,37.0,58353
1.0,21.0,38.0,58597
1.0,21.0,39.0,58012
1.0,21.0,40.0,58088
1.0,21.0,41.0,57596
1.0,21.0,42.0,57854
1.0,21.0,43.0,57462
1.0,21.0,44.0,57249
1.0,21.0,45.0,57266
1.0,21.0,46.0,56464
1.0,21.0,47.0,56208
1.0,21.0,48.0,56410
1.0,21.0,49.0,55697
1.0,21.0,50.0,55878
1.0,21.0,51.0,55146
1.0,21.0,52.0,54787
1.0,21.0,53.0,55252
1.0,21.0,54.0,54208
1.0,21.0,55.0,52089
1.0,21.0,56.0,50513
1.0,21.0,57.0,49715
1.0,21.0,58.0,48965
1.0,21.0,59.0,46896
1.0,22.0,0.0,62141
1.0,22.0,1.0,51187
1.0,22.0,2.0,52100
1.0,22.0,3.0,51024
1.0,22.0,4.0,51615
1.0,22.0,5.0,51789
1.0,22.0,6.0,52364
1.0,22.0,7.0,52326
1.0,22.0,8.0,51881
1.0,22.0,9.0,51873
1.0,22.0,10.0,52149
1.0,22.0,11.0,51924
1.0,22.0,12.0,51907
1.0,22.0,13.0,51651
1.0,22.0,14.0,51305
1.0,22.0,15.0,51556
1.0,22.0,16.0,51265
1.0,22.0,17.0,51378
1.0,22.0,18.0,51149
1.0,22.0,19.0,50737
1.0,22.0,20.0,50970
1.0,22.0,21.0,50440
1.0,22.0,22.0,50582
1.0,22.0,23.0,50299
1.0,22.0,24.0,49832
1.0,22.0,25.0,50132
1.0,22.0,26.0,48181
1.0,22.0,27.0,47797
1.0,22.0,28.0,47284
1.0,22.0,29.0,46635
1.0,22.0,30.0,50666
1.0,22.0,31.0,48000
1.0,22.0,32.0,49004
1.0,22.0,33.0,48145
1.0,22.0,34.0,48580
1.0,22.0,35.0,48604
1.0,22.0,36.0,48565
1.0,22.0,37.0,48109
1.0,22.0,38.0,47888
1.0,22.0,39.0,48058
1.0,22.0,40.0,48029
1.0,22.0,41.0,47529
1.0,22.0,42.0,47136
1.0,22.0,43.0,47385
1.0,22.0,44.0,47172
1.0,22.0,45.0,47085
1.0,22.0,46.0,46478
1.0,22.0,47.0,46847
1.0,22.0,48.0,46412
1.0,22.0,49.0,46153
1.0,22.0,50.0,46253
1.0,22.0,51.0,45683
1.0,22.0,52.0,45539
1.0,22.0,53.0,45027
1.0,22.0,54.0,44605
1.0,22.0,55.0,42455
1.0,22.0,56.0,40478
1.0,22.0,57.0,40481
1.0,22.0,58.0,39703
1.0,22.0,59.0,38893
1.0,23.0,0.0,51282
1.0,23.0,1.0,42339
1.0,23.0,2.0,42585
1.0,23.0,3.0,42000
1.0,23.0,4.0,42728
1.0,23.0,5.0,43024
1.0,23.0,6.0,43430
1.0,23.0,7.0,42926
1.0,23.0,8.0,42722
1.0,23.0,9.0,43065
1.0,23.0,10.0,42469
1.0,23.0,11.0,42896
1.0,23.0,12.0,42920
1.0,23.0,13.0,42394
1.0,23.0,14.0,41912
1.0,23.0,15.0,42366
1.0,23.0,16.0,42055
1.0,23.0,17.0,42107
1.0,23.0,18.0,42008
1.0,23.0,19.0,41636
1.0,23.0,20.0,41918
1.0,23.0,21.0,41871
1.0,23.0,22.0,41371
1.0,23.0,23.0,41470
1.0,23.0,24.0,40955
1.0,23.0,25.0,40776
1.0,23.0,26.0,39201
1.0,23.0,27.0,38584
1.0,23.0,28.0,38382
1.0,23.0,29.0,37932
1.0,23.0,30.0,40699
1.0,23.0,31.0,39690
1.0,23.0,32.0,39928
1.0,23.0,33.0,39598
1.0,23.0,34.0,39736
1.0,23.0,35.0,39540
1.0,23.0,36.0,39289
1.0,23.0,37.0,39853
1.0,23.0,38.0,39719
1.0,23.0,39.0,39226
1.0,23.0,40.0,39440
1.0,23.0,41.0,39181
1.0,23.0,42.0,39297
1.0,23.0,43.0,39011
1.0,23.0,44.0,39190
1.0,23.0,45.0,38852
1.0,23.0,46.0,38561
1.0,23.0,47.0,38499
1.0,23.0,48.0,38644
1.0,23.0,49.0,38489
1.0,23.0,50.0,38264
1.0,23.0,51.0,37967
1.0,23.0,52.0,37608
1.0,23.0,53.0,37098
1.0,23.0,54.0,37043
1.0,23.0,55.0,35070
1.0,23.0,56.0,33373
1.0,23.0,57.0,32163
1.0,23.0,58.0,31964
1.0,23.0,59.0,31313
2.0,0.0,0.0,42713
2.0,0.0,1.0,34079
2.0,0.0,2.0,34950
2.0,0.0,3.0,34131
2.0,0.0,4.0,34631
2.0,0.0,5.0,35009
2.0,0.0,6.0,35326
2.0,0.0,7.0,34891
2.0,0.0,8.0,34909
2.0,0.0,9.0,35003
2.0,0.0,10.0,34697
2.0,0.0,11.0,34967
2.0,0.0,12.0,34949
2.0,0.0,13.0,34693
2.0,0.0,14.0,34674
2.0,0.0,15.0,34464
2.0,0.0,16.0,34546
2.0,0.0,17.0,34703
2.0,0.0,18.0,34548
2.0,0.0,19.0,34246
2.0,0.0,20.0,34217
2.0,0.0,21.0,34034
2.0,0.0,22.0,34258
2.0,0.0,23.0,34483
2.0,0.0,24.0,33801
2.0,0.0,25.0,33393
2.0,0.0,26.0,32862
2.0,0.0,27.0,32002
2.0,0.0,28.0,31992
2.0,0.0,29.0,31444
2.0,0.0,30.0,34340
2.0,0.0,31.0,32499
2.0,0.0,32.0,33259
2.0,0.0,33.0,32726
2.0,0.0,34.0,32917
2.0,0.0,35.0,33035
2.0,0.0,36.0,32668
2.0,0.0,37.0,32525
2.0,0.0,38.0,32587
2.0,0.0,39.0,32472
2.0,0.0,40.0,32745
2.0,0.0,41.0,32677
2.0,0.0,42.0,32534
2.0,0.0,43.0,32462
2.0,0.0,44.0,32193
2.0,0.0,45.0,32252
2.0,0.0,46.0,32277
2.0,0.0,47.0,31987
2.0,0.0,48.0,32104
2.0,0.0,49.0,32157
2.0,0.0,50.0,31637
2.0,0.0,51.0,31992
2.0,0.0,52.0,31560
2.0,0.0,53.0,31283
2.0,0.0,54.0,30926
2.0,0.0,55.0,29832
2.0,0.0,56.0,28549
2.0,0.0,57.0,27888
2.0,0.0,58.0,27907
2.0,0.0,59.0,27245
2.0,1.0,0.0,36208
2.0,1.0,1.0,29408
2.0,1.0,2.0,29983
2.0,1.0,3.0,29495
2.0,1.0,4.0,29999
2.0,1.0,5.0,30091
2.0,1.0,6.0,30647
2.0,1.0,7.0,30786
2.0,1.0,8.0,30149
2.0,1.0,9.0,30511
2.0,1.0,10.0,30426
2.0,1.0,11.0,30345
2.0,1.0,12.0,30572
2.0,1.0,13.0,30431
2.0,1.0,14.0,30433
2.0,1.0,15.0,30207
2.0,1.0,16.0,30264
2.0,1.0,17.0,30382
2.0,1.0,18.0,30336
2.0,1.0,19.0,30144
2.0,1.0,20.0,30204
2.0,1.0,21.0,30339
2.0,1.0,22.0,30053
2.0,1.0,23.0,29891
2.0,1.0,24.0,29975
2.0,1.0,25.0,29777
2.0,1.0,26.0,28969
2.0,1.0,27.0,28345
2.0,1.0,28.0,28575
2.0,1.0,29.0,28137
2.0,1.0,30.0,30482
2.0,1.0,31.0,28949
2.0,1.0,32.0,29649
2.0,1.0,33.0,28979
2.0,1.0,34.0,29675
2.0,1.0,35.0,29536
2.0,1.0,36.0,29340
2.0,1.0,37.0,29319
2.0,1.0,38.0,29600
2.0,1.0,39.0,29324
2.0,1.0,40.0,29206
2.0,1.0,41.0,29266
2.0,1.0,42.0,29104
2.0,1.0,43.0,28669
2.0,1.0,44.0,28878
2.0,1.0,45.0,28554
2.0,1.0,46.0,28989
2.0,1.0,47.0,28879
2.0,1.0,48.0,28258
2.0,1.0,49.0,28941
2.0,1.0,50.0,28188
2.0,1.0,51.0,28735
2.0,1.0,52.0,27979
2.0,1.0,53.0,28138
2.0,1.0,54.0,28012
2.0,1.0,55.0,26510
2.0,1.0,56.0,25526
2.0,1.0,57.0,24777
2.0,1.0,58.0,24642
2.0,1.0,59.0,24347
2.0,2.0,0.0,33583
2.0,2.0,1.0,27007
2.0,2.0,2.0,27635
2.0,2.0,3.0,26770
2.0,2.0,4.0,27148
2.0,2.0,5.0,27481
2.0,2.0,6.0,27700
2.0,2.0,7.0,27801
2.0,2.0,8.0,27783
2.0,2.0,9.0,27692
2.0,2.0,10.0,27910
2.0,2.0,11.0,28043
2.0,2.0,12.0,27811
2.0,2.0,13.0,27755
2.0,2.0,14.0,27865
2.0,2.0,15.0,27914
2.0,2.0,16.0,27912
2.0,2.0,17.0,27866
2.0,2.0,18.0,28034
2.0,2.0,19.0,27604
2.0,2.0,20.0,27822
2.0,2.0,21.0,27801
2.0,2.0,22.0,27612
2.0,2.0,23.0,27491
2.0,2.0,24.0,27388
2.0,2.0,25.0,27103
2.0,2.0,26.0,26614
2.0,2.0,27.0,26051
2.0,2.0,28.0,26179
2.0,2.0,29.0,26073
2.0,2.0,30.0,27857
2.0,2.0,31.0,26656
2.0,2.0,32.0,27303
2.0,2.0,33.0,27052
2.0,2.0,34.0,27067
2.0,2.0,35.0,27023
2.0,2.0,36.0,27183
2.0,2.0,37.0,27042
2.0,2.0,38.0,27126
2.0,2.0,39.0,27095
2.0,2.0,40.0,27085
2.0,2.0,41.0,27157
2.0,2.0,42.0,27016
2.0,2.0,43.0,26628
2.0,2.0,44.0,27149
2.0,2.0,45.0,26841
2.0,2.0,46.0,27019
2.0,2.0,47.0,26889
2.0,2.0,48.0,26614
2.0,2.0,49.0,26793
2.0,2.0,50.0,26475
2.0,2.0,51.0,26840
2.0,2.0,52.0,26408
2.0,2.0,53.0,26240
2.0,2.0,54.0,25928
2.0,2.0,55.0,25020
2.0,2.0,56.0,24036
2.0,2.0,57.0,23607
2.0,2.0,58.0,23459
2.0,2.0,59.0,23162
2.0,3.0,0.0,29702
2.0,3.0,1.0,24501
2.0,3.0,2.0,25124
2.0,3.0,3.0,24589
2.0,3.0,4.0,24631
2.0,3.0,5.0,25370
2.0,3.0,6.0,25266
2.0,3.0,7.0,25253
2.0,3.0,8.0,25197
2.0,3.0,9.0,25140
2.0,3.0,10.0,25678
2.0,3.0,11.0,25156
2.0,3.0,12.0,25535
2.0,3.0,13.0,25303
2.0,3.0,14.0,25091
2.0,3.0,15.0,25174
2.0,3.0,16.0,25628
2.0,3.0,17.0,25088
2.0,3.0,18.0,25419
2.0,3.0,19.0,25089
2.0,3.0,20.0,25305
2.0,3.0,21.0,25020
2.0,3.0,22.0,25296
2.0,3.0,23.0,25052
2.0,3.0,24.0,25009
2.0,3.0,25.0,24803
2.0,3.0,26.0,24662
2.0,3.0,27.0,24304
2.0,3.0,28.0,24365
2.0,3.0,29.0,24051
2.0,3.0,30.0,25960
2.0,3.0,31.0,24983
2.0,3.0,32.0,25511
2.0,3.0,33.0,25057
2.0,3.0,34.0,25503
2.0,3.0,35.0,25303
2.0,3.0,36.0,25303
2.0,3.0,37.0,25112
2.0,3.0,38.0,25547
2.0,3.0,39.0,25368
2.0,3.0,40.0,25177
2.0,3.0,41.0,25382
2.0,3.0,42.0,25172
2.0,3.0,43.0,25180
2.0,3.0,44.0,25381
2.0,3.0,45.0,25189
2.0,3.0,46.0,25221
2.0,3.0,47.0,25115
2.0,3.0,48.0,25068
2.0,3.0,49.0,25132
2.0,3.0,50.0,24973
2.0,3.0,51.0,24975
2.0,3.0,52.0,24533
2.0,3.0,53.0,24401
2.0,3.0,54.0,24406
2.0,3.0,55.0,23270
2.0,3.0,56.0,22012
2.0,3.0,57.0,21958
2.0,3.0,58.0,21702
2.0,3.0,59.0,21288
2.0,4.0,0.0,28855
2.0,4.0,1.0,23214
2.0,4.0,2.0,24259
2.0,4.0,3.0,23473
2.0,4.0,4.0,23993
2.0,4.0,5.0,24140
2.0,4.0,6.0,24348
2.0,4.0,7.0,24139
2.0,4.0,8.0,24348
2.0,4.0,9.0,24629
2.0,4.0,10.0,24324
2.0,4.0,11.0,24469
2.0,4.0,12.0,24446
2.0,4.0,13.0,24256
2.0,4.0,14.0,24491
2.0,4.0,15.0,24750
2.0,4.0,16.0,24734
2.0,4.0,17.0,24659
2.0,4.0,18.0,24811
2.0,4.0,19.0,24522
2.0,4.0,20.0,25138
2.0,4.0,21.0,24650
2.0,4.0,22.0,24975
2.0,4.0,23.0,24975
2.0,4.0,24.0,24755
2.0,4.0,25.0,24766
2.0,4.0,26.0,24556
2.0,4.0,27.0,24344
2.0,4.0,28.0,24417
2.0,4.0,29.0,24378
2.0,4.0,30.0,25097
2.0,4.0,31.0,24509
2.0,4.0,32.0,24860
2.0,4.0,33.0,24803
2.0,4.0,34.0,24990
2.0,4.0,35.0,25074
2.0,4.0,36.0,24806
2.0,4.0,37.0,24679
2.0,4.0,38.0,24775
2.0,4.0,39.0,24932
2.0,4.0,40.0,24906
2.0,4.0,41.0,25094
2.0,4.0,42.0,25213
2.0,4.0,43.0,25021
2.0,4.0,44.0,24779
2.0,4.0,45.0,25084
2.0,4.0,46.0,24956
2.0,4.0,47.0,25146
2.0,4.0,48.0,25164
2.0,4.0,49.0,24917
2.0,4.0,50.0,24830
2.0,4.0,51.0,24913
2.0,4.0,52.0,24844
2.0,4.0,53.0,24875
2.0,4.0,54.0,24584
2.0,4.0,55.0,23743
2.0,4.0,56.0,23515
2.0,4.0,57.0,23339
2.0,4.0,58.0,22972
2.0,4.0,59.0,22350
2.0,5.0,0.0,27863
2.0,5.0,1.0,23869
2.0,5.0,2.0,23987
2.0,5.0,3.0,24140
2.0,5.0,4.0,24286
2.0,5.0,5.0,24323
2.0,5.0,6.0,24784
2.0,5.0,7.0,24705
2.0,5.0,8.0,24745
2.0,5.0,9.0,25124
2.0,5.0,10.0,25128
2.0,5.0,11.0,25216
2.0,5.0,12.0,25150
2.0,5.0,13.0,25712
2.0,5.0,14.0,25267
2.0,5.0,15.0,25729
2.0,5.0,16.0,25624
2.0,5.0,17.0,25240
2.0,5.0,18.0,25644
2.0,5.0,19.0,25638
2.0,5.0,20.0,25936
2.0,5.0,21.0,25455
2.0,5.0,22.0,25864
2.0,5.0,23.0,25938
2.0,5.0,24.0,26016
2.0,5.0,25.0,26016
2.0,5.0,26.0,25027
2.0,5.0,27.0,24597
2.0,5.0,28.0,24650
2.0,5.0,29.0,24763
2.0,5.0,30.0,26269
2.0,5.0,31.0,25741
2.0,5.0,32.0,26000
2.0,5.0,33.0,26291
2.0,5.0,34.0,25965
2.0,5.0,35.0,26449
2.0,5.0,36.0,26231
2.0,5.0,37.0,26389
2.0,5.0,38.0,26252
2.0,5.0,39.0,26677
2.0,5.0,40.0,26609
2.0,5.0,41.0,26790
2.0,5.0,42.0,26733
2.0,5.0,43.0,26810
2.0,5.0,44.0,26802
2.0,5.0,45.0,26654
2.0,5.0,46.0,26711
2.0,5.0,47.0,26890
2.0,5.0,48.0,26970
2.0,5.0,49.0,26761
2.0,5.0,50.0,27147
2.0,5.0,51.0,26815
2.0,5.0,52.0,26965
2.0,5.0,53.0,26974
2.0,5.0,54.0,26605
2.0,5.0,55.0,26136
2.0,5.0,56.0,25022
2.0,5.0,57.0,24643
2.0,5.0,58.0,24006
2.0,5.0,59.0,24224
2.0,6.0,0.0,29850
2.0,6.0,1.0,25754
2.0,6.0,2.0,26388
2.0,6.0,3.0,25928
2.0,6.0,4.0,26271
2.0,6.0,5.0,26484
2.0,6.0,6.0,26365
2.0,6.0,7.0,26688
2.0,6.0,8.0,26952
2.0,6.0,9.0,26915
2.0,6.0,10.0,27355
2.0,6.0,11.0,27362
2.0,6.0,12.0,27089
2.0,6.0,13.0,27142
2.0,6.0,14.0,27445
2.0,6.0,15.0,27477
2.0,6.0,16.0,27699
2.0,6.0,17.0,27547
2.0,6.0,18.0,27959
2.0,6.0,19.0,28005
2.0,6.0,20.0,27689
2.0,6.0,21.0,27992
2.0,6.0,22.0,27712
2.0,6.0,23.0,27776
2.0,6.0,24.0,27570
2.0,6.0,25.0,27924
2.0,6.0,26.0,27413
2.0,6.0,27.0,27006
2.0,6.0,28.0,26235
2.0,6.0,29.0,26152
2.0,6.0,30.0,28265
2.0,6.0,31.0,27025
2.0,6.0,32.0,27916
2.0,6.0,33.0,27625
2.0,6.0,34.0,27955
2.0,6.0,35.0,27941
2.0,6.0,36.0,28361
2.0,6.0,37.0,28033
2.0,6.0,38.0,28355
2.0,6.0,39.0,28412
2.0,6.0,40.0,28467
2.0,6.0,41.0,28394
2.0,6.0,42.0,28682
2.0,6.0,43.0,28725
2.0,6.0,44.0,28826
2.0,6.0,45.0,28386
2.0,6.0,46.0,29100
2.0,6.0,47.0,29008
2.0,6.0,48.0,28894
2.0,6.0,49.0,28799
2.0,6.0,50.0,28938
2.0,6.0,51.0,28976
2.0,6.0,52.0,28960
2.0,6.0,53.0,29139
2.0,6.0,54.0,28684
2.0,6.0,55.0,28012
2.0,6.0,56.0,27454
2.0,6.0,57.0,27201
2.0,6.0,58.0,26623
2.0,6.0,59.0,26507
2.0,7.0,0.0,32672
2.0,7.0,1.0,28948
2.0,7.0,2.0,29322
2.0,7.0,3.0,28958
2.0,7.0,4.0,29392
2.0,7.0,5.0,29668
2.0,7.0,6.0,30175
2.0,7.0,7.0,30139
2.0,7.0,8.0,29836
2.0,7.0,9.0,30572
2.0,7.0,10.0,30475
2.0,7.0,11.0,30555
2.0,7.0,12.0,30666
2.0,7.0,13.0,30495
2.0,7.0,14.0,30657
2.0,7.0,15.0,30865
2.0,7.0,16.0,30957
2.0,7.0,17.0,31042
2.0,7.0,18.0,30634
2.0,7.0,19.0,31098
2.0,7.0,20.0,31179
2.0,7.0,21.0,31325
2.0,7.0,22.0,31299
2.0,7.0,23.0,31476
2.0,7.0,24.0,31374
2.0,7.0,25.0,31092
2.0,7.0,26.0,30520
2.0,7.0,27.0,30384
2.0,7.0,28.0,29993
2.0,7.0,29.0,29503
2.0,7.0,30.0,32300
2.0,7.0,31.0,31429
2.0,7.0,32.0,31532
2.0,7.0,33.0,31580
2.0,7.0,34.0,31905
2.0,7.0,35.0,32019
2.0,7.0,36.0,31772
2.0,7.0,37.0,32411
2.0,7.0,38.0,32082
2.0,7.0,39.0,32265
2.0,7.0,40.0,32215
2.0,7.0,41.0,32643
2.0,7.0,42.0,32433
2.0,7.0,43.0,32165
2.0,7.0,44.0,32631
2.0,7.0,45.0,32228
2.0,7.0,46.0,32794
2.0,7.0,47.0,32951
2.0,7.0,48.0,32686
2.0,7.0,49.0,33133
2.0,7.0,50.0,32564
2.0,7.0,51.0,33248
2.0,7.0,52.0,33109
2.0,7.0,53.0,32837
2.0,7.0,54.0,32330
2.0,7.0,55.0,31677
2.0,7.0,56.0,30478
2.0,7.0,57.0,29715
2.0,7.0,58.0,29057
2.0,7.0,59.0,29091
2.0,8.0,0.0,38188
2.0,8.0,1.0,31695
2.0,8.0,2.0,32549
2.0,8.0,3.0,31466
2.0,8.0,4.0,32835
2.0,8.0,5.0,32635
2.0,8.0,6.0,33550
2.0,8.0,7.0,33166
2.0,8.0,8.0,33895
2.0,8.0,9.0,33847
2.0,8.0,10.0,34637
2.0,8.0,11.0,34071
2.0,8.0,12.0,34439
2.0,8.0,13.0,34392
2.0,8.0,14.0,34370
2.0,8.0,15.0,34758
2.0,8.0,16.0,34693
2.0,8.0,17.0,34958
2.0,8.0,18.0,35044
2.0,8.0,19.0,35221
2.0,8.0,20.0,35099
2.0,8.0,21.0,35219
2.0,8.0,22.0,35197
2.0,8.0,23.0,35480
2.0,8.0,24.0,35385
2.0,8.0,25.0,35185
2.0,8.0,26.0,34007
2.0,8.0,27.0,33668
2.0,8.0,28.0,33624
2.0,8.0,29.0,33794
2.0,8.0,30.0,36522
2.0,8.0,31.0,34804
2.0,8.0,32.0,35960
2.0,8.0,33.0,35280
2.0,8.0,34.0,35739
2.0,8.0,35.0,35390
2.0,8.0,36.0,35839
2.0,8.0,37.0,36304
2.0,8.0,38.0,35975
2.0,8.0,39.0,36285
2.0,8.0,40.0,36282
2.0,8.0,41.0,36194
2.0,8.0,42.0,36129
2.0,8.0,43.0,36565
2.0,8.0,44.0,36493
2.0,8.0,45.0,36492
2.0,8.0,46.0,36684
2.0,8.0,47.0,36316
2.0,8.0,48.0,36690
2.0,8.0,49.0,36862
2.0,8.0,50.0,36880
2.0,8.0,51.0,36459
2.0,8.0,52.0,36684
2.0,8.0,53.0,36222
2.0,8.0,54.0,36272
2.0,8.0,55.0,34779
2.0,8.0,56.0,33893
2.0,8.0,57.0,33279
2.0,8.0,58.0,33272
2.0,8.0,59.0,33019
2.0,9.0,0.0,40043
2.0,9.0,1.0,34527
2.0,9.0,2.0,34720
2.0,9.0,3.0,35224
2.0,9.0,4.0,35683
2.0,9.0,5.0,35615
2.0,9.0,6.0,36329
2.0,9.0,7.0,36298
2.0,9.0,8.0,36256
2.0,9.0,9.0,36395
2.0,9.0,10.0,36937
2.0,9.0,11.0,36944
2.0,9.0,12.0,36866
2.0,9.0,13.0,37074
2.0,9.0,14.0,36892
2.0,9.0,15.0,36846
2.0,9.0,16.0,37521
2.0,9.0,17.0,37329
2.0,9.0,18.0,37327
2.0,9.0,19.0,37779
2.0,9.0,20.0,37622
2.0,9.0,21.0,37940
2.0,9.0,22.0,37671
2.0,9.0,23.0,37951
2.0,9.0,24.0,38451
2.0,9.0,25.0,37645
2.0,9.0,26.0,37313
2.0,9.0,27.0,37545
2.0,9.0,28.0,37218
2.0,9.0,29.0,36948
2.0,9.0,30.0,39675
2.0,9.0,31.0,38506
2.0,9.0,32.0,39339
2.0,9.0,33.0,38907
2.0,9.0,34.0,39715
2.0,9.0,35.0,39258
2.0,9.0,36.0,39351
2.0,9.0,37.0,39861
2.0,9.0,38.0,39870
2.0,9.0,39.0,40028
2.0,9.0,40.0,40072
2.0,9.0,41.0,39943
2.0,9.0,42.0,40158
2.0,9.0,43.0,40589
2.0,9.0,44.0,39999
2.0,9.0,45.0,40521
2.0,9.0,46.0,40367
2.0,9.0,47.0,40238
2.0,9.0,48.0,40558
2.0,9.0,49.0,40513
2.0,9.0,50.0,40546
2.0,9.0,51.0,40049
2.0,9.0,52.0,40357
2.0,9.0,53.0,40197
2.0,9.0,54.0,39626
2.0,9.0,55.0,38479
2.0,9.0,56.0,37344
2.0,9.0,57.0,36797
2.0,9.0,58.0,36185
2.0,9.0,59.0,36292
2.0,10.0,0.0,48536
2.0,10.0,1.0,39235
2.0,10.0,2.0,40430
2.0,10.0,3.0,39718
2.0,10.0,4.0,40908
2.0,10.0,5.0,40724
2.0,10.0,6.0,41482
2.0,10.0,7.0,41330
2.0,10.0,8.0,41270
2.0,10.0,9.0,41729
2.0,10.0,10.0,41820
2.0,10.0,11.0,42050
2.0,10.0,12.0,42141
2.0,10.0,13.0,42497
2.0,10.0,14.0,42382
2.0,10.0,15.0,42169
2.0,10.0,16.0,42983
2.0,10.0,17.0,42640
2.0,10.0,18.0,42856
2.0,10.0,19.0,43059
2.0,10.0,20.0,42865
2.0,10.0,21.0,43318
2.0,10.0,22.0,42756
2.0,10.0,23.0,43095
2.0,10.0,24.0,43298
2.0,10.0,25.0,43206
2.0,10.0,26.0,42546
2.0,10.0,27.0,41745
2.0,10.0,28.0,41449
2.0,10.0,29.0,41495
2.0,10.0,30.0,44540
2.0,10.0,31.0,43064
2.0,10.0,32.0,43912
2.0,10.0,33.0,43151
2.0,10.0,34.0,44001
2.0,10.0,35.0,43989
2.0,10.0,36.0,44444
2.0,10.0,37.0,44205
2.0,10.0,38.0,43941
2.0,10.0,39.0,44438
2.0,10.0,40.0,44776
2.0,10.0,41.0,44608
